,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1982M01,,,,,,
1982M02,,,,,,
1982M03,,,,,,
1982M04,,,,,,
1982M05,,,,,,
1982M06,,,,,,
1982M07,,,,,,
1982M08,,,,,,
1982M09,,,,,,
1982M10,,,,,,
1982M11,,,,,,
1982M12,,,,,,
1983M01,,,,,,
1983M02,,,,,,
1983M03,,,,,,
1983M04,,,,,,
1983M05,,,,,,
1983M06,,,,,,
1983M07,,,,,,
1983M08,,,,,,
1983M09,,,,,,
1983M10,,,,,,
1983M11,,,,,,
1983M12,,,,,,
1984M01,,,,,,
1984M02,,,,,,
1984M03,,,,,,
1984M04,,,,,,
1984M05,,,,,,
1984M06,,,,,,
1984M07,,,,,,
1984M08,,,,,,
1984M09,,,,,,
1984M10,,,,,,
1984M11,,,,,,
1984M12,,,,,,
1985M01,,,,,,
1985M02,,,,,,
1985M03,,,,,,
1985M04,,,,,,
1985M05,,,,,,
1985M06,,,,,,
1985M07,,,,,,
1985M08,,,,,,
1985M09,,,,,,
1985M10,,,,,,
1985M11,,,,,,
1985M12,,,,,,
1986M01,,,,,,
1986M02,,,,,,
1986M03,,,,,,
1986M04,,,,,,
1986M05,,,,,,
1986M06,,,,,,
1986M07,,,,,,
1986M08,,,,,,
1986M09,,,,,,
1986M10,,,,,,
1986M11,,,,,,
1986M12,,,,,,
1987M01,,,,,,
1987M02,,,,,,
1987M03,,,,,,
1987M04,,,,,,
1987M05,,,,,,
1987M06,,,,,,
1987M07,,,,,,
1987M08,,,,,,
1987M09,,,,,,
1987M10,,,,,,
1987M11,,,,,,
1987M12,,,,,,
1988M01,,,,,,
1988M02,,,,,,
1988M03,,,,,,
1988M04,,,,,,
1988M05,,,,,,
1988M06,,,,,,
1988M07,,,,,,
1988M08,,,,,,
1988M09,,,,,,
1988M10,,,,,,
1988M11,,,,,,
1988M12,,,,,,
1989M01,,,,,,
1989M02,,,,,,
1989M03,,,,,,
1989M04,,,,,,
1989M05,,,,,,
1989M06,,,,,,
1989M07,,,,,,
1989M08,,,,,,
1989M09,,,,,,
1989M10,,,,,,
1989M11,,,,,,
1989M12,,,,,,
1990M01,,,,,,
1990M02,,,,,,
1990M03,,,,,,
1990M04,,,,,,
1990M05,,,,,,
1990M06,,,,,,
1990M07,,,,,,
1990M08,,,,,,
1990M09,,,,,,
1990M10,,,,,,
1990M11,,,,,,
1990M12,,,,,,
1991M01,0.008131722817749109,-0.0027776580664961555,-0.006694438046612078,-0.00276837176740792,-0.0008165072313642882,-0.0009850504588262668
1991M02,0.008158367039779247,-0.0025590582096077256,0.005888565567818135,0.003723337427998004,-0.0006225366436167351,0.002917735036474185
1991M03,0.00820789570566359,-0.0023267180831254676,0.005975761266582916,0.003847640848924486,0.0027824607680423984,0.0036974081012175843
1991M04,-0.00741560323406739,-0.0024778787702452315,0.005670943423678367,0.0035855061333982313,-0.00041315024281122364,-0.0002100365380094494
1991M05,-0.007638576295964361,-0.0027807628728527952,-0.006377607223751917,-0.0025081099442874097,-0.0007756027988344979,-0.0040161318271381965
1991M06,0.007836704674091758,-0.0026191338145648163,-0.006121942072825415,0.003172858772062201,-0.0006382352377048465,0.0003260504642117763
1991M07,-0.007391871941381471,-0.0027314897616787727,-0.006185166686329021,-0.0023117538907725483,-0.0007932284192980314,-0.003882702139891969
1991M08,0.007510109367250097,-0.0024237894613981874,0.00521447001582275,-0.0019309848551298948,0.002487216114763372,0.0021714042362616275
1991M09,0.007528004043488643,0.0052380120948582135,0.005270710565276355,-0.0017228367203446678,0.0026119912349585423,0.0037851762436474173
1991M10,0.00741507019663392,0.00514236893319043,0.00520369246190691,0.0029585247828998592,0.002585555545805901,0.004661042384087404
1991M11,-0.006996241928096484,0.00483074632821311,0.004984534579610839,0.0027767863619205767,-0.0004977257076598306,0.0010196199267976421
1991M12,-0.006905464825037257,0.004684476910313182,-0.005767924176291122,0.0027073498864549324,-0.0005140157573856586,-0.0011591155923891844
1992M01,0.00714076929176801,0.004863349678986698,0.004878905510412567,0.0028661809968661064,0.002374928825372643,0.004424826860681205
1992M02,-0.00659158831605363,0.004658624643392019,0.004730063858264403,0.002751649918776582,0.0022430816538403595,0.0015583663516439464
1992M03,-0.006509899601042815,-0.0022507702336913675,0.004632043808603505,-0.001663239089230474,0.0021721531745285795,-0.0007239423881665145
1992M04,-0.006627462301806644,-0.0024348818308200667,-0.005434782305232234,-0.0019011366538592717,0.001866378351425624,-0.002906376948058518
1992M05,0.006939189533618157,0.004525932819179753,-0.005280425368143716,-0.001804715091112399,-0.0002962008492301025,0.0008167562088623384
