,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1982M01,,,,,,
1982M02,,,,,,
1982M03,,,,,,
1982M04,,,,,,
1982M05,,,,,,
1982M06,,,,,,
1982M07,,,,,,
1982M08,,,,,,
1982M09,,,,,,
1982M10,,,,,,
1982M11,,,,,,
1982M12,,,,,,
1983M01,,,,,,
1983M02,,,,,,
1983M03,,,,,,
1983M04,,,,,,
1983M05,,,,,,
1983M06,,,,,,
1983M07,,,,,,
1983M08,,,,,,
1983M09,,,,,,
1983M10,,,,,,
1983M11,,,,,,
1983M12,,,,,,
1984M01,,,,,,
1984M02,,,,,,
1984M03,,,,,,
1984M04,,,,,,
1984M05,,,,,,
1984M06,,,,,,
1984M07,,,,,,
1984M08,,,,,,
1984M09,,,,,,
1984M10,,,,,,
1984M11,,,,,,
1984M12,,,,,,
1985M01,,,,,,
1985M02,,,,,,
1985M03,,,,,,
1985M04,,,,,,
1985M05,,,,,,
1985M06,,,,,,
1985M07,,,,,,
1985M08,,,,,,
1985M09,,,,,,
1985M10,,,,,,
1985M11,,,,,,
1985M12,,,,,,
1986M01,,,,,,
1986M02,,,,,,
1986M03,,,,,,
1986M04,,,,,,
1986M05,,,,,,
1986M06,,,,,,
1986M07,,,,,,
1986M08,,,,,,
1986M09,,,,,,
1986M10,,,,,,
1986M11,,,,,,
1986M12,,,,,,
1987M01,,,,,,
1987M02,,,,,,
1987M03,,,,,,
1987M04,,,,,,
1987M05,,,,,,
1987M06,,,,,,
1987M07,,,,,,
1987M08,,,,,,
1987M09,,,,,,
1987M10,,,,,,
1987M11,,,,,,
1987M12,,,,,,
1988M01,,,,,,
1988M02,,,,,,
1988M03,,,,,,
1988M04,,,,,,
1988M05,,,,,,
1988M06,,,,,,
1988M07,,,,,,
1988M08,,,,,,
1988M09,,,,,,
1988M10,,,,,,
1988M11,,,,,,
1988M12,,,,,,
1989M01,,,,,,
1989M02,,,,,,
1989M03,,,,,,
1989M04,,,,,,
1989M05,,,,,,
1989M06,,,,,,
1989M07,,,,,,
1989M08,,,,,,
1989M09,,,,,,
1989M10,,,,,,
1989M11,,,,,,
1989M12,,,,,,
1990M01,,,,,,
1990M02,,,,,,
1990M03,,,,,,
1990M04,,,,,,
1990M05,,,,,,
1990M06,,,,,,
1990M07,,,,,,
1990M08,,,,,,
1990M09,,,,,,
1990M10,,,,,,
1990M11,,,,,,
1990M12,,,,,,
1991M01,0.009928086850506595,-0.0036034125861920284,0.010514179770677501,-0.003646596503813269,-0.006278904210054225,0.001382670664224915
1991M02,0.01008261212255574,-0.003230469374978772,0.010676456377093083,0.006810487395647777,-0.005880016632337259,0.003691813977596113
1991M03,0.010206543264186385,-0.0028919595522081264,0.010803715131951419,0.007028501326331208,0.012083496008154053,0.0074460592356829875
1991M04,-0.009311239297167694,-0.0032866933026132585,0.009999694132863128,0.006290506834054721,-0.0055147196326969985,-0.0003644902531120205
1991M05,-0.009561499012861964,-0.0036290201276936197,-0.008106560108423868,0.005635793580978855,-0.005810067748418584,-0.004294270683283837
1991M06,0.009506777993219123,-0.0035356110971738863,-0.007942439288384607,0.0055599028821071836,-0.005685004280443525,-0.00041927475813514236
1991M07,-0.009364373084948873,-0.0035945450050225785,-0.007930488083549818,-0.00328556350454587,-0.005708512235183352,-0.0059766963826500975
1991M08,0.00919175362761512,0.007062393464503762,0.009279992070303576,-0.002865337757495748,0.011126877337297437,0.006759135748444829
1991M09,-0.00884283384489204,0.006835810847393341,0.009044973251757408,-0.0028511668306501303,0.010806687372487425,0.002998694159219201
1991M10,0.008984482056364611,0.006900306598313755,0.009053854137132361,0.005294290043234262,0.01077510283112178,0.008201607133233355
1991M11,-0.008542457279645772,0.006697626782692942,0.008840532141234522,0.005153340335050709,-0.00528333541128113,0.0013731413136102541
1991M12,-0.008416566891198764,0.006524722597143545,0.00865273242874106,0.005035528464431071,-0.005214455377715224,0.0013163922442803373
1992M01,0.008791814279744174,0.006949963887529796,0.008971628716152551,0.005431603188150819,0.010487024959287317,0.00812640700617293
1992M02,-0.007882409648891819,0.00671026716488287,0.00872996801147833,0.005253372576232889,0.010161492832222115,0.0045945381871848765
1992M03,0.008566310656327628,-0.0031894255395704483,0.00860047966465946,0.005187037193346596,0.009974295153356273,0.005827739425623902
1992M04,-0.007732097040576949,-0.0035626657280657674,-0.007463949499143398,-0.0026522748392665777,0.009168836615168737,-0.0024484300983767912
1992M05,0.007940992967562755,0.006602165645717149,-0.007324281420670906,-0.002584548641793007,0.009008105529772988,0.0027284868161177958
