,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1992M06,-0.017984264238149337,-0.005560633419894122,-0.012696496786537193,-0.007767827731863571,-0.010718621161444859,-0.010945568667577815
1992M07,0.009942557689840766,-0.004832820849904982,0.00561028630515413,-0.007019178799311335,-0.009893549578492058,-0.0012385410465426956
1992M08,0.009786063897362505,-0.004748148650454785,0.005525067439883041,-0.00690531652000064,-0.00973307921777393,-0.0012150826101967615
1992M09,-0.01706585103934506,-0.004838091881795829,0.005209046142771869,-0.006964477407493913,-0.009754378961905869,-0.00668275062955376
1992M10,0.009417465209566503,-0.004288234853928224,0.005766313272582375,-0.00030935702918899466,-0.009119789523674244,0.00029327941507148285
1992M11,0.009769093162868041,-0.003827422403185211,0.006203505513100047,0.00030536222653026156,0.0022770226674753303,0.002945512233357694
1992M12,0.010302242594980564,-0.0032267246423759903,0.006828887729964456,0.0011237531751497887,0.00307187750400658,0.00362000727234508
1993M01,-0.016317746436603844,-0.0035968114472293747,0.006159024404680278,0.0004869477832599176,0.0023833735177017767,-0.002177042435638249
1993M02,-0.016170714360487313,-0.00663326242096929,0.005951481414387021,0.0003645359214216621,0.002221376604956065,-0.002853316568138372
1993M03,-0.01684481178175823,-0.003626443363918984,-0.011878429979975458,-0.0008632049203408931,0.000934316887707027,-0.0064557146316573085
1993M04,-0.016957094887990274,-0.003900995096903326,-0.012061250098818832,-0.006393315940466435,-0.008579071801108567,-0.009578345565057487
1993M05,0.00960798318821032,-0.007953091199856209,-0.01171202785100116,-0.006128978741368595,-0.008277550625862263,-0.004892733045975582
1993M06,0.009638945930057524,-0.007520873385617415,-0.0113983962524621,-0.005897061778444148,0.00044420754007675096,-0.0029466355892778778
1993M07,0.010708955024325902,-0.0057056476647409935,0.004753901582075469,-0.001310950728051206,0.0018430094333104947,0.0020578535293839335
1993M08,0.011366778232921117,-0.004474637774728978,0.005543866841804607,-0.00033890040270802627,0.0027577150284470928,0.0029709643851471624
1993M09,0.012268423952222232,-0.0029424139821681156,0.006585313356991284,0.0009005818235580526,0.003941900550585395,0.00415076114023777
1993M10,-0.016546431795019176,-0.0032640287184285137,0.006177460947057121,0.000556685018602161,0.003544647276734293,-0.0019063334542108227
1993M11,0.011791963028973774,-0.0028353956580742918,0.006367781000267046,0.0008603219027518315,0.0037967675702265096,0.003996287568828974
1993M12,0.011993665527364854,-0.0022875579408025218,0.006660539545931396,0.0012712372590235922,0.0041579126609478535,0.004359159410493035
1994M01,-0.016083577713761822,-0.0030898270513396047,-0.0102333575054333,0.0005166241098943482,0.00335518825511987,-0.005106989981104103
1994M02,0.01115785631518432,-0.002900382292203128,-0.0100072508911132,0.000622101504533683,0.0034141318113128823,0.00045729128954291164
1994M03,0.011590418042216413,-0.002095337180248143,0.005881061219244284,0.0012664555730632415,0.0040134531329588975,0.004131210157446939
1994M04,0.011427984547019598,-0.0020502854701775104,0.005797749789765386,0.0012524246413263048,0.003955819065350617,0.0040767385146568795
1994M05,0.0142641676817372,0.001735626841383728,0.008844959553757727,0.004513493068450143,0.0071746469545990715,0.007306578819985574
1994M06,0.015581971546032084,0.0035969007923537335,0.010300596061006483,0.006102950745038202,0.008723163802169455,0.008861116589319993
1994M07,0.019351307492355863,0.008482715600784622,0.014310357852605598,0.010358575122861044,0.012939087982156957,0.013088408810152816
1994M08,-0.015780494517753187,0.0076274116421761635,0.0135062067696096,0.009577399106742001,0.012119396848735019,0.005409983969901919
1994M09,0.018511149609486407,0.008538642341849582,0.014193460950637364,0.010352749908445518,0.012857365330703337,0.012890673628224441
1994M10,-0.014766445840605996,0.007267995418979963,-0.00935037680482127,0.00920313295392896,0.01167144960195116,0.0008051510658865634
1994M11,-0.015539650035039923,0.0059398604443762,-0.010193017781765266,0.007999140011637785,0.010432194993259666,-0.0002722944735063078
1994M12,-0.01636305178608924,0.004566396177514111,-0.011084098422096535,0.006751428344319845,0.009150214945918882,-0.0013958221480865874
1995M01,0.017328960831612325,0.004932687669219612,-0.010595434046237001,-0.0048337296803513995,0.009412143233429263,0.00324892560153456
1995M02,0.01710733207841607,0.004867674079568434,-0.010455900238976136,-0.004762697192886728,0.009292892015736976,0.003209860148371724
1995M03,0.017319818758422187,0.005297805074709538,0.01303840149363968,-0.004281443813750425,0.009616722120374063,0.008198260726679011
1995M04,-0.0158084004931798,0.004977777644466076,0.012638642120417199,-0.00442972617547357,-0.008010330881716977,-0.002126407557097414
1995M05,-0.01570132562637525,0.004799643616135519,0.012371426196060034,-0.00446312876938145,-0.007998664287054237,-0.0021984097741230765
1995M06,-0.016289987171572255,0.0038029593270244282,-0.009922824385343726,-0.005188841495761296,-0.008735149919231543,-0.007266768728976877
1995M07,-0.016644525364992054,-0.0036815904248935234,-0.010354075383416868,-0.005677128432263147,-0.009215429234896263,-0.009114549768092372
1995M08,0.016885223284266043,-0.0031125098014257325,-0.009732659492512754,-0.005111390481253711,-0.008560810149160025,-0.0019264293280172359
1995M09,-0.015948223164783448,-0.004034279661703067,-0.010533167833587768,-0.00596626669304943,-0.00943695012808066,-0.009183777496240875
1995M10,-0.01605206521236905,-0.004287212802530583,-0.01069876817516884,-0.0061849705362646635,-0.009628673216599144,-0.009370337988586457
1995M11,0.01567161954364863,-0.004184052906104601,-0.010526655223720626,-0.006064740316298102,-0.009457022206507475,-0.002912170221796435
1995M12,-0.01581570330756447,-0.005581688029549333,-0.011788686451581333,-0.007377475122652239,-0.010824441487836189,-0.010277598879836713
1996M01,0.01393418887505229,-0.0054439011198939265,-0.011587350656719059,-0.007225703500025134,-0.010620168707366352,-0.004188587021790436
1996M02,0.014519525224553001,-0.004674075562277635,-0.010783479017920991,-0.006470294607412557,-0.009770391736622622,-0.0034357431399361605
1996M03,-0.015563451553556129,-0.004890418573299913,0.011353519549012172,-0.0066573893647070975,-0.00993186851055901,-0.0051379216906219955
1996M04,0.014050198770901514,-0.004339080321938896,0.01177817518055768,-0.006110816137411692,-0.009309086928500541,0.0012138781127216127
1996M05,0.014288805460121061,-0.003912619337569863,0.012061782610510234,-0.005683646638225496,-0.00881569573062232,0.0015877252728427234
1996M06,-0.014890828836510384,-0.004146255323214223,0.011587402602099051,0.007046673112407999,-0.008998924847837552,-0.0018803866586110218
1996M07,-0.014973838878713846,-0.004345513205295591,-0.010923176144330828,0.006644955363024074,-0.009148136058453063,-0.006549141784753851
1996M08,0.013816170960052594,-0.004180971158949338,-0.010687137761690705,0.006701001304855635,-0.008926575046041814,-0.0006555023403547255
1996M09,-0.014687547834966364,-0.004537550304001337,-0.010973758126068066,0.006113750198807096,0.009273245388747716,-0.002962372135496191
1996M10,0.013207135214709296,-0.0043569170250139155,-0.010724654551101219,-0.005888499951069503,0.009314939237853896,0.00031040058507571103
1996M11,-0.014389421178309407,-0.004525253602199368,-0.010825962312222577,-0.0060407146027175295,-0.00923884160211591,-0.009004038659512959
1996M12,-0.014600799469919837,0.0030955362334181523,-0.011065652538204325,-0.006330251159006608,-0.009506204454337143,-0.007681474277609952
1997M01,0.012812358425622918,0.0037775151676777054,-0.01042048044434813,-0.005733897636069987,-0.008850051282077104,-0.0016829111538389202
1997M02,0.013959373072229556,0.00527304437415152,0.01115871747305199,0.006197016353044055,0.008929694678172256,0.009103569190129876
1997M03,0.01503870784848442,0.006678365665004278,0.012367502237218869,0.007517334304386376,0.01019805113879061,0.010359992238776912
1997M04,0.01536663569594239,0.007181311513109448,0.012756747375337009,0.007983732049519722,0.010624611990512072,0.010782607724884128
1997M05,0.017075243436472147,0.009317997020975854,0.014643039780553483,0.010002073727413005,0.012584713398169297,0.012724613472716759
1997M06,-0.013889865706094387,0.00809307654694208,0.013457268710840908,0.008829848318250458,0.01139507546725866,0.005577080667439544
1997M07,-0.01458704221437113,0.0069564851958895104,0.012351533875186772,0.007740288987357175,0.01028752018736398,0.004549757206285261
1997M08,-0.014503027369736271,0.00678261189883886,-0.009176846786407922,0.007565338731730115,0.010083988233611877,0.00015041294160733182
1997M09,0.01595467452044923,0.0068661077099673555,-0.008949012162525118,0.007635380204576631,0.010123211956759226,0.006326072445845465
1997M10,-0.014212591866114128,0.0061220282466392896,-0.009386124534462642,-0.004538086251683628,0.009384583000135258,-0.00252603828109717
1997M11,-0.014258379573281193,0.005816151361355844,-0.00947788567235231,-0.004680671233599147,0.009058552971513695,-0.0027084464292726224
1997M12,0.01520066436795771,0.00651010631557444,-0.008770058777453956,-0.004006659945190353,0.009675356473074236,0.0037218816867924157
1998M01,-0.013472881234704035,0.006429546937985393,0.012128508394607395,-0.003968735807359915,0.009563405581058435,0.0021359687743174546
1998M02,-0.013342092537960235,0.006346757090425239,0.01198137689865768,0.006917575090756928,-0.007570203736163603,0.0008666825611432016
1998M03,-0.01383011080868531,-0.004830576210577175,-0.008686624440044848,-0.003934971733337439,-0.008144663903261542,-0.007885389419181262
1998M04,-0.013790008005955505,-0.004881598391220449,-0.008697135048630714,-0.003991716937217408,-0.008161695818154383,-0.00790443084023569
1998M05,-0.013987016925610425,-0.005177550630195314,-0.008937018693984297,-0.004279151561001453,-0.008426883673748227,-0.008161524296907943
1998M06,-0.014532485783747178,-0.0058340431421498905,-0.00951469124700047,-0.00490668639674142,-0.009056918629257924,-0.008768965039779374
1998M07,-0.014648911852669047,-0.0060421106802445775,-0.00967474830966045,-0.005111725175561022,-0.009234533561807019,-0.008942405915988424
1998M08,0.01503352321151995,-0.005868575044846628,-0.00947882482072889,-0.0049566157020048554,-0.009027338341239472,-0.002859566139459979
1998M09,-0.0144000175636441,-0.006171245643804682,-0.009728936300709076,-0.005250915335676745,-0.009301730794678373,-0.008970569127702594
1998M10,-0.014418719015076154,-0.006270382787218621,-0.009789422074479352,-0.005353038785949804,-0.009371148839979965,-0.009040542300540778
1998M11,0.014476808164744807,-0.00616810649772456,-0.009661892584437526,-0.0052646806940760404,-0.009237775052017401,-0.003171129332702144
1998M12,-0.014243157610073918,-0.006232794839399283,-0.00969134338612621,-0.005334011339837255,-0.009273569353186182,-0.008954975305724571
1999M01,-0.014342700947054192,-0.006409785812649716,-0.009826763692478589,-0.005509545506481069,-0.009423286197479116,-0.009102416431228536
1999M02,-0.014676848289809093,-0.0068243182939084785,-0.01018586893471419,-0.005910034141886886,-0.009813300113609863,-0.0094820739547857
1999M03,-0.014904222533183058,-0.007128611782492156,-0.010442409335811855,-0.0062063322201242315,-0.010092503057042899,-0.009754815785730842
1999M04,-0.015125104722411917,-0.007424882734373764,-0.010692234647896126,-0.006495165379406528,-0.01036407382075165,-0.010020292260967997
1999M05,0.014184923159018049,-0.007110999742492107,-0.01036920489558413,-0.0062055325194753635,-0.010020346112555693,-0.0039042320222178488
1999M06,-0.014748074801920674,-0.007148808420681179,-0.010377158778006969,-0.006249141327184795,-0.010032049902636802,-0.009711046646086083
1999M07,-0.015105280808554269,-0.007577054359349364,-0.010753084784507051,-0.0066632363460350785,-0.010438178764338443,-0.010107367012556842
1999M08,-0.015376551561849382,-0.007917347211781642,-0.011047060300337806,-0.006994050718624667,-0.010755964192194316,-0.010418194796957563
1999M09,0.013916579093960182,-0.007824977238743681,-0.010934168647322235,-0.006913993381681588,-0.010637656281515187,-0.004478843291060502
1999M10,0.014096461929667852,-0.007485757164303339,-0.010588926844295856,-0.006599122929585895,-0.010270787969204578,-0.004169626595544363
1999M11,0.014422411637677286,-0.0070271421576577585,0.011129361996253943,-0.0061703302530599245,-0.009783967346806415,0.0005140667752814264
1999M12,0.014649005085991217,-0.006654016416374855,0.011419125718710642,0.006105086917801345,-0.009383859269916337,0.0032270684072424026
2000M01,-0.015220122159445956,-0.007295484541805908,-0.010131182856890332,-0.005822371717893243,-0.010007478038696874,-0.009695327862946463
2000M02,-0.015619879265404086,-0.007751757330955357,-0.010546189014904042,-0.006272126352834345,-0.010444634550662081,-0.010126917302951982
2000M03,-0.015556819805703202,-0.0077558420405340655,-0.010527754882628007,-0.006287884721854866,-0.010426124365197683,-0.010110885163183564
2000M04,-0.01566628916519074,-0.007927068174291901,-0.010670187020267737,-0.00646396662267533,-0.010576525030697993,-0.010260807202624738
2000M05,0.013669244880908087,-0.007653362623968547,-0.01038565791802029,-0.006212557366078213,-0.010278661113376861,-0.0041721988281071655
2000M06,-0.015320648004431506,-0.007953000243057267,-0.010652244885628574,-0.006511746681748552,-0.01055923593844656,-0.010199375150662493
2000M07,0.013087464534380193,-0.0076575507126270415,0.010365570876733652,-0.006238921191732745,-0.010240195471221061,-0.00013672639289340102
2000M08,-0.014953953091642172,-0.0082976733724654,-0.010347322510311372,-0.006865336284045735,-0.010864652630262999,-0.010265787577745536
2000M09,-0.014854782549950207,-0.008255265786548342,-0.010290453241362185,-0.0068354811791821535,-0.010801369949596226,-0.010207470541327823
2000M10,-0.014864882495400385,-0.008316932795275294,-0.010334701505892776,-0.006905568260361614,-0.010843319203130154,-0.010253080852012045
2000M11,-0.015109774250127092,-0.008603414322865212,-0.010597215648475293,-0.007191891569131717,-0.011112163684418776,-0.01052289189500362
2000M12,-0.015258348152629267,-0.008796666445636786,-0.010769664689918333,-0.007388466543693401,-0.011287325985012364,-0.010700094363378031
2001M01,0.012089837329164344,-0.008379559477138155,-0.0103502848082086,-0.006997239091820234,-0.010847678190871297,-0.004896984847774789
2001M02,-0.014772863451734765,-0.008706725289358562,-0.0106531588531701,-0.0073225408696598665,-0.01115837513461853,-0.010522732719708366
2001M03,0.011468973425172424,-0.008299869879938174,0.009276254720409709,-0.006940637733719783,-0.010729699074399064,-0.0010449957084949777
2001M04,-0.01429849002152948,-0.008369318208524133,-0.010243957767822286,-0.0070174193268223274,-0.01078126572975869,-0.010142090210891384
2001M05,0.011187366910540958,-0.008191419414232516,0.00898160909071433,0.005076571311579941,-0.010583894406778904,0.0012940466983647615
2001M06,-0.0140640993896548,-0.008555654563642085,-0.01005627106713343,-0.006855645660970711,-0.01093299343795611,-0.010092932823871427
2001M07,-0.014125520660982549,-0.008653966089788873,-0.010142283755919449,-0.006963291207103815,-0.011014423280042403,-0.010179896998767419
2001M08,0.01052822718462684,-0.008563935977905992,-0.010042841719990786,-0.00688780574295297,-0.010906374879173227,-0.005174546227079227
2001M09,-0.013987492134632566,-0.008688410511240285,-0.010154974433262555,-0.007020577685453577,-0.011014659891573691,-0.010173222931232535
2001M10,-0.0139157731655105,-0.008659458105754842,-0.010116031537627797,-0.007004098304078111,-0.010968640806480872,-0.010132800383890425
2001M11,0.010182801958315755,-0.008106359837295775,0.008260470246418267,-0.006477859430587882,0.009450054953663757,0.0026618215781028243
2001M12,0.010342647442369492,0.005540984423355913,0.008463329956327852,0.00435887319783163,-0.010394950588603203,0.0036621768862563366
2002M01,0.010346001201663499,-0.007856481942931898,0.008487140272609783,0.004430948498842956,0.00964645904604538,0.005010813415245945
2002M02,0.010603954593494254,0.005600990414791643,0.008799959506786394,0.00481043185862436,0.009960288809488696,0.00795512503663707
2002M03,0.011076318655561666,0.006250308195757731,0.009355081151078623,0.005446889697515663,0.010526933902416451,0.008531106320466025
2002M04,0.011029383602057996,0.006246480406830417,0.009319600549213419,0.005452016874138061,0.01047732668594052,0.008504961623636082
2002M05,-0.013284551236930139,0.006027939273541678,0.009089771151202412,0.005249237555333656,0.01022540107804894,0.0034615595642393097
2002M06,0.01081106770964425,0.006123877577263694,0.009146060196225846,0.005350454211819573,0.010272106188896037,0.008340713176769881
2002M07,0.011193758431204976,0.006646389126133839,0.009591323879508045,0.005864517768336887,0.010724192879891355,0.00880403641701502
2002M08,0.01112873472537598,0.006615950979898996,0.009534440273498358,0.005843271051538897,0.0106532844963103,0.008755136305324507
2002M09,0.011844950842276034,0.007542417873147193,0.010350547447797218,0.006748834603626831,0.011491285389735519,0.009595607231316559
2002M10,0.012007065544994922,0.007786521317634435,0.010546058071167607,0.006993569727867262,0.011683172826757866,0.009803277497684417
2002M11,-0.013072832010828234,0.0069489646234209565,0.009754448237477075,0.006189743867045697,0.010848527452163807,0.00413377043385586
2002M12,0.011284751491739397,0.007156521766708241,-0.009560465826246521,0.0063986802964593826,0.011007199956389928,0.005257337537010086
2003M01,0.011627725916040284,0.0076127716364838725,0.00991749587692017,0.006848821084844239,0.011403332889513021,0.009482029480760318
2003M02,0.011696717742160722,0.007736812348338646,0.010010432344102543,0.006976741285967076,0.011484550642025033,0.009581050872518804
2003M03,-0.012772476504137788,0.006507166878197084,-0.009134079637706724,-0.0062461057568044456,0.010277986797431752,-0.002273501644604025
2003M04,0.010640458860330142,0.006564626245130035,-0.00898555753208726,-0.006119398843596921,0.010296797433375188,0.002479385232630237
2003M05,-0.012585718443871885,0.006129312946012226,-0.009181533114388536,-0.006332205769598098,0.009846808618288927,-0.002424667152711473
2003M06,-0.013019242805303055,-0.0075321055382676725,-0.009605711019338468,-0.0067699037524864975,-0.010244261658064401,-0.009434244954692018
2003M07,0.010240104895112644,-0.007289725456106423,-0.009355820153827386,-0.006542399390316852,-0.009979208410767566,-0.004585409703181116
2003M08,-0.01272404068018472,-0.007297403068238275,-0.009349330163619727,-0.00655475207173535,-0.00996805413747407,-0.009178716024250428
2003M09,0.010086093271160529,-0.007004359095904137,0.008851474198870947,-0.006278270449272129,-0.009652235766441312,-0.0007994595683172203
2003M10,-0.012374274157554075,-0.007258865435730937,-0.009050381820775215,-0.006527507385202031,-0.009891888884109194,-0.00902058353667429
2003M11,-0.01237453731576393,-0.007293911181001551,-0.009072783208573463,-0.0065659589054981714,-0.009909259236567148,-0.009043289969480853
2003M12,0.009641434435244338,-0.006904400963491249,-0.008679230995201952,0.00579071353614703,-0.00949649991980624,-0.0019295967814216147
2004M01,0.009867807410083428,-0.006606483437961408,0.008360606060820138,0.006098428068227686,-0.009176895768375893,0.0017086924665587905
2004M02,-0.01192325574507119,-0.006601800632629638,0.008229737540645675,0.005983019503742845,0.009090188843939693,0.0009555779021254773
2004M03,-0.01195852571419712,-0.006669742690842034,0.008001639459160706,0.005765456923490999,0.008849899582211513,0.0007977455119648133
2004M04,-0.011925241119633279,-0.006673661474985799,-0.008375516907467368,0.005642524330998679,0.008702052816496783,-0.0025259684709181963
2004M05,0.009740614909694089,-0.006621174367248684,-0.008311906561609461,0.005602471449482726,0.008635278390972199,0.0018090567642581735
2004M06,0.009875031781700516,0.0053720500030407315,0.007864098582225072,0.005796362675973632,0.00879660672898595,0.007540829954385181
2004M07,0.009848387399041902,0.005383174173561853,0.007852078412443762,0.0058029817300171375,0.008776260593608549,0.007532576461734641
2004M08,0.010064117755699625,0.005689548870879248,0.008112202875117441,0.006088828647876717,0.009028206452909108,0.007796580920496428
2004M09,-0.011831705153940135,0.005505091959657886,0.007921057000709688,0.005910745265397064,0.008829025459397932,0.003266842906244487
2004M10,-0.011919360257567131,0.005223285573504493,-0.008085577792310061,0.005640413745414955,0.008540369716510982,-0.00012017380288935273
2004M11,0.009878629126300713,0.0059314723251332946,0.0076402966357243885,0.006307306260922672,0.009165015391349585,0.00778454394788613
2004M12,0.010203715883092834,0.006356318143905099,0.008021111498799915,0.006706494984532856,0.009529543642299453,0.008163436830526031
2005M01,-0.011274092005793827,0.006066049718741921,0.007736461484289852,0.006428325982937977,0.009234522592797927,0.0036382535545947696
2005M02,0.009930741605539178,0.006656550798102229,0.008272772560256665,0.006985160831777951,0.009753738104189329,0.00831979277997307
2005M03,0.010512243469345879,0.0073723249869861425,0.008926845780458008,0.007661420019234698,0.010390019334689566,0.00897257071814286
2005M04,-0.010706538485420258,0.007009213269093287,0.008574987170479068,0.007314321651130884,0.010028976303683742,0.004444191981793344
2005M05,-0.010771982748202935,0.006767880400767752,0.008336669914097494,0.007082592890602963,0.009780694523721652,0.0042391709961973854
2005M06,-0.010727070210065956,0.006671935488111315,-0.007510836851728781,0.0069888226194974,0.009667275546764052,0.0010180253185156061
2005M07,-0.010970402787469049,0.006207481338947538,-0.007762307715921066,0.006544780352677387,0.009212375811179474,0.000646385399882857
2005M08,-0.011066638854271171,0.005935782562396378,-0.0078740737606667,-0.006196351373575948,0.00893620019076214,-0.00205301624707106
2005M09,-0.011235085288659498,0.005574505754063748,-0.00805419736985566,-0.006390785261569141,-0.009154782031009818,-0.005852068839406074
2005M10,0.01018036141717648,0.005646469532236851,-0.007915075175211981,-0.00625965053823543,0.00857691603041862,0.002045804253276908
2005M11,0.010184080938970445,0.005688726576636306,-0.007798886844018311,-0.006151786153815,-0.008998936302087,-0.0014153603568627122
2005M12,0.010249807614884945,0.005799582651093621,0.008234157540686337,-0.005992651712895192,-0.00881233368999632,0.0018957124807546782
2006M01,0.010866573914551078,0.006524489059512787,0.008927483561248352,0.006283679065024412,0.0085934368318781,0.008239132486442946
2006M02,0.010792074179653069,0.00647703103417598,0.008861412000015856,0.006238564682125193,0.008532039747007331,0.008180224328595486
2006M03,-0.011067526898810838,-0.006405824378432138,0.008452183337857294,0.005847187783319312,-0.008134680764434677,-0.0022617321841002093
2006M04,0.010404597939146066,-0.006208496164411438,-0.007632487202058491,0.005993850671410965,0.008138053618970036,0.002139103772611428
2006M05,-0.010835634953458288,-0.0062418245375027185,-0.007655791122827581,0.005855742948886669,0.007987701496003728,-0.0021779612337796384
2006M06,-0.010816241048738408,-0.006252184683960128,0.008577007666880455,0.005747679086837826,0.007866662801138697,0.0010245847644316886
2006M07,0.01024653764707508,0.006080533458533852,0.00876324566373633,-0.005366828380928477,0.00805122772891474,0.005554943223466305
2006M08,0.010338759201930725,0.006217507654610292,0.008874980727082225,0.00595456622887484,0.008164115744276374,0.007909985911354892
2006M09,-0.010536724981749363,0.006060802828629423,0.008702534399019593,0.005804758772891333,0.00800340894325194,0.0036069559924085852
2006M10,-0.010564366825560008,0.005895072561954591,-0.007657095272572915,0.005646097468696795,-0.007922083859439873,-0.0029204751853842818
2006M11,0.010169406667681246,0.006179967360272646,0.008521582513085605,0.005924193762434596,0.007834337686098966,0.007725897597914612
2006M12,0.010419615370152516,0.00648675537867777,0.008803469926849298,0.006223622852992881,0.008110914862790357,0.008008875678292565
2007M01,-0.01022692401290674,0.006344920892971108,0.008647308084392243,0.006088032506147203,0.007965507504102248,0.003763768994941212
2007M02,0.010263069534605805,0.00639927608406139,0.008683126036650262,0.006142682231733486,0.008004968288381997,0.007898624435086588
2007M03,0.010199286760423186,0.006359145219499804,0.008626849967917745,0.0061056411250279986,0.007955595371389991,0.007849303688851745
2007M04,0.010315998012049592,0.006515558566281063,0.008762989649597056,0.006259318079951509,0.008091667597270227,0.00798910638102989
2007M05,0.010282358656509902,0.0065074588135932,0.008738543339370582,0.006253325184906563,0.00807284932678461,0.00797090706423297
2007M06,0.010530364511020442,0.006805845041962276,0.009014110274229544,0.006544904085124998,0.008343401186561121,0.008247725019779677
2007M07,0.01061984662407507,0.006930870153725887,0.009120415526807955,0.006668208625016547,0.0084506797456065,0.00835800413504639
2007M08,-0.010076363377571613,0.006567636701136515,0.008749269520151582,0.006317229424849075,0.008097071695995143,0.00393096879291214
2007M09,0.010261139015814921,0.006759493443091857,0.008921431954643483,0.00650541936048149,0.008267795410843583,0.008143055836975067
2007M10,0.010320638834187683,0.006849110243890888,0.008993809117754936,0.006594300998459481,0.008342170866614226,0.008220006012181442
