,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1982M01,,,,,,
1982M02,,,,,,
1982M03,,,,,,
1982M04,,,,,,
1982M05,,,,,,
1982M06,,,,,,
1982M07,,,,,,
1982M08,,,,,,
1982M09,,,,,,
1982M10,,,,,,
1982M11,,,,,,
1982M12,,,,,,
1983M01,,,,,,
1983M02,,,,,,
1983M03,,,,,,
1983M04,,,,,,
1983M05,,,,,,
1983M06,,,,,,
1983M07,,,,,,
1983M08,,,,,,
1983M09,,,,,,
1983M10,,,,,,
1983M11,,,,,,
1983M12,,,,,,
1984M01,,,,,,
1984M02,,,,,,
1984M03,,,,,,
1984M04,,,,,,
1984M05,,,,,,
1984M06,,,,,,
1984M07,,,,,,
1984M08,,,,,,
1984M09,,,,,,
1984M10,,,,,,
1984M11,,,,,,
1984M12,,,,,,
1985M01,,,,,,
1985M02,,,,,,
1985M03,,,,,,
1985M04,,,,,,
1985M05,,,,,,
1985M06,,,,,,
1985M07,,,,,,
1985M08,,,,,,
1985M09,,,,,,
1985M10,,,,,,
1985M11,,,,,,
1985M12,,,,,,
1986M01,,,,,,
1986M02,,,,,,
1986M03,,,,,,
1986M04,,,,,,
1986M05,,,,,,
1986M06,,,,,,
1986M07,,,,,,
1986M08,,,,,,
1986M09,,,,,,
1986M10,,,,,,
1986M11,,,,,,
1986M12,,,,,,
1987M01,,,,,,
1987M02,,,,,,
1987M03,,,,,,
1987M04,,,,,,
1987M05,,,,,,
1987M06,,,,,,
1987M07,,,,,,
1987M08,,,,,,
1987M09,,,,,,
1987M10,,,,,,
1987M11,,,,,,
1987M12,,,,,,
1988M01,,,,,,
1988M02,,,,,,
1988M03,,,,,,
1988M04,,,,,,
1988M05,,,,,,
1988M06,,,,,,
1988M07,,,,,,
1988M08,,,,,,
1988M09,,,,,,
1988M10,,,,,,
1988M11,,,,,,
1988M12,,,,,,
1989M01,,,,,,
1989M02,,,,,,
1989M03,,,,,,
1989M04,,,,,,
1989M05,,,,,,
1989M06,,,,,,
1989M07,,,,,,
1989M08,,,,,,
1989M09,,,,,,
1989M10,,,,,,
1989M11,,,,,,
1989M12,,,,,,
1990M01,,,,,,
1990M02,,,,,,
1990M03,,,,,,
1990M04,,,,,,
1990M05,,,,,,
1990M06,,,,,,
1990M07,,,,,,
1990M08,,,,,,
1990M09,,,,,,
1990M10,,,,,,
1990M11,,,,,,
1990M12,,,,,,
1991M01,-0.01453845219056667,0.0035619824104369847,-0.013775164390641394,-0.003559737679624768,-0.003592135116199625,-0.006380701393319093
1991M02,-0.017249833432453746,-0.0055642163740769,-0.016597010816165977,-0.0030796686499309123,-0.007905120477836002,-0.010079169950092708
1991M03,-0.016996842141227174,-0.0014483189218617437,-0.01634659566588386,-0.003067063293266811,-0.007765576147142225,-0.009124879233876362
1991M04,-0.016811438110360715,-0.0015712156265111432,-0.01616600953870034,-0.0031130557030368674,-0.007719406004266569,-0.009076224996575127
1991M05,-0.016551086881608147,-0.001553885830023083,-0.015907772311882593,-0.003077845339382286,-0.0036709752536349415,-0.00815231312330621
1991M06,-0.01714320626795904,-0.0029146385406899475,-0.016530350920607277,-0.003874426982175645,-0.004483950886122299,-0.008989314719510843
1991M07,0.01212254253629854,-0.001658816666577318,-0.01550424001125794,-0.0030941638332400443,-0.0036686869274799635,-0.0023606729804513454
1991M08,0.01223624317407394,-0.005511944291431866,0.007620782644823075,-0.00747226852940137,-0.003327793890137925,0.0007090038215851708
1991M09,0.012876163570205646,-0.004712196233206102,0.00836581065946245,-0.006282621895169722,-0.002574669245342158,0.0015344973711900224
1991M10,0.01388084937738281,-0.0036210708929463415,0.009478634480716482,-0.004695900840978866,-0.0015332154793612231,0.0027018593289625716
1991M11,-0.016139942445456475,-0.004076495862711394,0.008657435857478206,-0.005316070255907039,-0.00755775379360433,-0.004886565300040206
1991M12,-0.017555993386877446,-0.005632415663221805,-0.014966952681639778,-0.0074746049886834625,-0.002013374243729614,-0.00952866819283042
1992M01,-0.018023719361126973,-0.0062641435147124695,-0.01549062298372639,-0.0027725986292660727,-0.002699117638794786,-0.009050040425525338
1992M02,-0.017867142802946087,-0.006285107088337116,-0.01536873303899923,-0.0028470996579315596,-0.002772508063535863,-0.009028118130349972
1992M03,-0.01784445554142443,-0.006430933018665492,-0.015383784781183787,-0.0030485921448429537,-0.002969241226107743,-0.009135401342444881
1992M04,0.012992084409362867,-0.005397881383842323,0.006479612488537116,-0.0020348969453753175,-0.0019856423311782477,0.0020106552475008194
1992M05,0.013585803030427016,-0.0011721568892861791,0.007193932441468405,-0.0013524652512854273,-0.009864950279715838,0.0016780326103215948
