,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1992M06,0.009329381906730069,0.005957998574513611,-0.005327793979766573,0.006135756027494086,-0.0024778879373527148,0.0027234909183236956
1992M07,0.009243898876237189,0.005921100145760815,0.006205887434299293,0.006105851114115252,0.0058231557493305655,0.006659978663948622
1992M08,-0.007538111508516214,0.005700589594339648,0.0060421619990358565,0.005941064193600484,0.005638453444213231,0.003156831544534601
1992M09,-0.007621296257161784,-0.0023655492872588623,-0.005171355913348672,-0.0038050967651567457,0.00528468093266639,-0.0027357234580519347
1992M10,-0.007972739173978118,-0.002776167108574558,-0.005589579067115732,-0.004259429844427511,-0.002372514797729701,-0.0045940859983651244
1992M11,-0.007879240572992517,-0.002758738894649514,-0.005526012764597849,-0.004215267035742734,-0.0023596181448242693,-0.004547775482561377
1992M12,0.009023131706864185,-0.002624873579567867,-0.005333098274276183,-0.004037033763646647,-0.0022197219171953904,-0.0010383191655643806
1993M01,0.009050949715380542,-0.0024449129606839,0.005733232133442229,-0.0038068892951858323,-0.002029840532856549,0.0013005078120192984
1993M02,0.008977360468075141,-0.002351487379478095,0.005714641236558251,-0.0036781370655714074,-0.0019343065304999098,0.0013456141458167959
1993M03,-0.007666488149002472,-0.002325425643969733,0.005619556287848859,-0.0036280258294391528,-0.0019119706583619503,-0.00198247079858489
1993M04,0.008826583759221629,-0.002228092357889996,0.005612628304715336,0.005628727245053445,-0.0018122353338192473,0.003205522323456233
1993M05,0.008975077635866536,0.005282543388515004,0.005803068754459807,0.005831194515098554,-0.0015345418154627242,0.004871468495695435
1993M06,-0.007485703282338071,-0.001966428379098453,0.005557781135590802,0.00556988663851344,0.004603123607974919,0.0012557319441285273
1993M07,0.008668729521091056,0.004936592408117633,0.005947232145016224,0.005983489187544784,0.005101984083766645,0.006127605469107268
1993M08,-0.00693672893429838,0.004702276205963814,0.005772978503883933,0.005797954444765452,0.004902372419893811,0.002847770528041726
1993M09,-0.0069750598720748885,0.004401501964339909,0.00555143756251439,0.005562608356329858,0.004645578388106485,0.0026372132798431506
1993M10,-0.006969640669908922,0.004177511334214734,-0.00509029053954706,0.005381464367253395,0.004452136710522003,0.00039023624050683013
1993M11,0.008441883388564869,0.004303754803652485,-0.004857753594089609,0.005456585256059989,0.0045544680341759024,0.0035797875776727274
1993M12,0.008683995273293388,0.004698215842417093,0.00538065620372132,0.005731435727430821,0.004885581363283766,0.005875976882029278
1994M01,0.008693928472535865,0.004787663992034837,0.005435779306760471,0.0057831226402181,0.00495876067900928,0.00593185101811171
1994M02,0.008740862503124962,0.00492158434223408,0.005524130858073269,0.005869070807998043,0.005070481354389684,0.006025225973164007
1994M03,0.008623504758581431,0.0048423545975560586,0.0054581720374185065,0.005796488965242808,0.005000206700028278,0.0059441454117654165
1994M04,0.008510202409935427,0.004766899793116161,0.005394627614964417,0.005726569121244437,0.00493289628836161,0.005866239045524411
1994M05,0.008897636309650615,0.005324955319841115,0.0057975668475269025,0.006135912907304831,0.005411128796074721,0.0063134400360796376
1994M06,0.009124541262104258,0.005674250715744131,0.006049998354524126,0.006390564640358278,0.0057114873428965075,0.00659016846312546
1994M07,0.009522339901748222,0.006234416081957397,0.0064617142981342485,0.0068086340787234766,0.00619585084458632,0.007044591041029932
1994M08,-0.006736849663562112,0.006065729107996905,0.006332855694591899,0.006671923046769782,0.006050057223611348,0.0036767430818815646
1994M09,0.009343414830350118,0.006434016903326234,0.006605732458756454,0.006947449633705504,0.006370534609178668,0.007140229687063395
1994M10,-0.006277641157097395,0.0061143871109792716,0.006362903657662689,0.006694147734166971,0.006092906965764142,0.0037973408622951356
1994M11,0.009044657293547604,0.0063827828712356045,0.006562806347774997,0.006894907440575779,0.006327583265498053,0.007042547443726408
1994M12,0.009059233047526493,0.006442618295437304,0.006606054639921593,0.006935123578296367,0.006380705922865343,0.00708474709680942
1995M01,0.009248464230649924,0.006711171668134086,0.006808721062637181,0.007138720048658986,0.006616998090333363,0.007304815020082708
1995M02,-0.005900594853149743,0.0065041739570892605,0.006649281055432279,0.006971462222171768,0.006436448392494005,0.004132154154807515
1995M03,-0.005904531426952384,0.006311570600015852,0.006499781884906844,0.006814568057505969,0.006267860445797338,0.0039978499122547235
1995M04,-0.005839578938963765,0.006205826488435744,-0.004427179750343473,0.006725299199466467,0.006175213796828279,0.0017679161590846506
1995M05,-0.005940413790832391,0.005910058935834421,-0.00456455927698276,0.006485396103095304,0.005914414045071363,0.0015609792032371876
1995M06,0.009043436746285459,0.0058358576253446474,-0.004488063165711004,-0.0034967233934151353,0.005848718589519674,0.002548645280404728
1995M07,0.009199830282908057,0.006058181461260742,0.006416183416392381,-0.0031306167826373934,0.006045551596481088,0.004917825994880975
1995M08,-0.005857320182154952,0.0058444720187316185,0.006239690548498064,-0.0032173497127195648,0.005856042339546238,0.0017731070023802808
1995M09,-0.005999642016035323,0.005519858371799996,-0.004123463316342241,-0.0034217834391142145,-0.001659153594836718,-0.0019368367989057
1995M10,0.00897089254239285,0.005490767969735269,-0.0040190227283225565,-0.0033257546720692967,-0.0015908372081351995,0.0011052091807202135
1995M11,0.008988791049527232,0.005557388289337191,-0.0038212186961499553,0.006419933716991218,-0.0014306837570896966,0.003142842120523198
1995M12,-0.0058864383890821805,-0.0015359615670020158,0.0059726410978369025,-0.0031348320846755905,-0.0015246823609756978,-0.0012218546607797162
1996M01,-0.005948490864298292,-0.0016554976262549363,-0.003885453276640167,-0.0032439281699161377,-0.001649022152485564,-0.0032764784179190195
1996M02,0.008774603626332688,-0.0014676212618918833,-0.003652814061122933,-0.0030168144394152165,0.005567354032140169,0.0012409415792085648
1996M03,0.00868931069808611,-0.0014290491662362914,0.005782957904447213,0.006249541542338753,0.005520133746161229,0.004962578944959403
1996M04,0.009005891255230478,0.005368962076780351,0.006107124053829264,0.006575749811505874,0.0058787113817281135,0.006587287715814817
1996M05,0.009047019083665158,0.005462814637246122,0.006176630930115659,0.006641594332180008,0.005957557158995381,0.006657123228440466
1996M06,-0.005718949937810637,0.004898154584882599,0.005701441249203179,0.006150851434081936,0.005440221081892543,0.0032943436824499238
1996M07,-0.005861450741945183,-0.000986746435339313,-0.0035824442631888606,0.005888624580522546,-0.001454002793003031,-0.0011992039305907683
1996M08,-0.005857905116373144,-0.0010411063744088182,-0.003608035653500402,-0.002953986372464789,-0.0015058885971065035,-0.002993384422770731
1996M09,-0.006073505600262523,-0.0013209845076350515,-0.003880121705361148,-0.003241838495177597,-0.0017974493358756528,-0.0032627799288623945
1996M10,-0.006348502840714579,-0.0016608365482497036,-0.004217693076185629,-0.0035964673458960096,-0.002152397615685774,-0.003595179485346339
1996M11,0.00849977456647435,-0.001496778574213658,-0.0040073193228222295,-0.00338866382616803,-0.0019723414594836745,-0.00047306572324264844
1996M12,-0.0061378282847856765,-0.001495683713726431,-0.003975135514532298,-0.003363496320157519,-0.001965450970228904,-0.003387518960686166
1997M01,0.008385979101901784,-0.001089646855070659,0.005449574649813976,-0.002888432657322588,-0.0015296527835995445,0.0016655642911445935
1997M02,0.008486821328551098,-0.0008857608339360886,0.005573895917153206,0.005765596560117166,-0.001308596926768481,0.00352639120902338
1997M03,0.008671421337378176,0.004604921589007414,0.005775378481705378,0.00596932661920275,0.00516796247520331,0.006037802100499406
1997M04,-0.005689702735429377,-0.0006022225597811643,0.005580358976912317,0.005768159881282494,0.0049575087285547515,0.0020028204583078047
1997M05,0.008429055394927077,-0.0005005415960923218,0.0056127270087763985,0.005799245987723227,0.005000632789589272,0.004868223916984731
1997M06,-0.005532723074179138,-0.0007783169831523627,-0.0035041997557375484,0.005467978992049007,0.004648562167316628,6.02602692593171e-05
1997M07,-0.005788704766571997,-0.001082154254254091,-0.0038154626558698007,-0.0026396854017131603,0.004270922360271834,-0.0018110169436274428
1997M08,-0.005806504586418128,-0.00114930934454729,-0.0038588724793964546,-0.0026984927484252985,0.004141990380135791,-0.001874237755730276
1997M09,-0.0059482948229409045,-0.0013381350498757856,-0.004040257239122167,-0.0028982287039392403,-0.001003657170478593,-0.0030457145972713376
1997M10,-0.006097579983344427,-0.001533408608347978,-0.0042290876226402695,-0.0031051506267694706,-0.001225220538883191,-0.003238089475997067
1997M11,-0.006090586536977754,-0.0015730597009748037,-0.004242767255549885,-0.0031323749215813193,-0.0012728795746433468,-0.0032623335979454224
1997M12,-0.0062458632901617765,-0.001772399586308515,-0.004436687040702862,-0.0033437160079467926,-0.0014979900103104108,-0.003459331187086071
1998M01,-0.006424564846594949,-0.0019940487642158876,-0.004655795246729186,-0.0035804240696605833,-0.0017473158699408073,-0.003680429759428283
1998M02,0.00804704761484353,-0.001871205980320614,-0.004488363383885456,-0.003421407064218902,-0.0016136852295106148,-0.0006695228086184112
1998M03,-0.006256188474036931,-0.002009943223493927,-0.004615111091579008,-0.0035629913082613775,-0.0017703017464072211,-0.003642907168755693
1998M04,0.007785423132247416,-0.0019236694967955284,0.005290036305731428,-0.003446999731209122,-0.001677328064978744,0.0012054924289990896
1998M05,-0.006126164324527244,-0.0021637184345742375,-0.004490204985948351,-0.0037046014816989304,-0.0019455347773277044,-0.0036860448008152933
1998M06,-0.00645059712519752,-0.002516619306558246,-0.004863625469894019,-0.004090620052472799,-0.0023378797795968386,-0.0040518683467438855
1998M07,-0.006495469112992006,-0.0025973343307230667,-0.0049296763890231115,-0.004165693082747594,-0.0024288644888513424,-0.004123407480867423
1998M08,-0.00663015214152116,-0.002764672365763269,-0.0050936008910336585,-0.004339488944420757,-0.0026151906702036425,-0.004288621002588497
1998M09,0.007412582463881511,-0.00267876891179367,-0.0049726998331796265,-0.0042252532643431385,-0.002522046881089797,-0.0013972372853049441
1998M10,-0.006504980210049975,-0.002665034483805009,-0.0049336175283121045,-0.004193549753891954,-0.0025085081879578797,-0.004161138032803384
1998M11,0.00732115375404203,-0.002545426519478697,0.0049682483524163025,-0.004042153966819982,-0.002378504690157406,0.0006646633860004494
1998M12,-0.006344632834558097,-0.0027276177536051365,-0.004776214884226372,-0.004233240696827063,-0.0025803873517153894,-0.004132418704186411
1999M01,-0.006317685967184444,-0.002734168648890606,-0.004762933097775375,-0.004225443498127568,-0.0025890239269493317,-0.004125851027785466
1999M02,-0.006586653939517118,-0.003022947926149206,-0.005068966036588748,-0.004536851332937421,-0.0029072491993004258,-0.004424533686898584
1999M03,-0.006700431033598388,-0.003162995375870496,-0.00520678179062624,-0.004679935549387311,-0.0030618752377146205,-0.004562403797439411
1999M04,-0.0066418922047347855,-0.0031377620235464227,-0.005158295301096598,-0.0046366142190854935,-0.0030352017579135483,-0.0045219531012753705
1999M05,0.007004418940762504,-0.0030824589727809523,-0.005076395425695188,-0.004559779208557984,-0.0029756489878837175,-0.0017379727308310677
1999M06,-0.00655252928518539,-0.003152677685965981,-0.0051362190121349415,-0.0046245702586240525,-0.003053428421786014,-0.004503884932739276
1999M07,-0.006548621086460463,-0.003177780510898422,-0.0051455389360955,-0.004638763027856143,-0.00308177455702868,-0.004518495623667842
1999M08,0.006813768239135503,-0.0029830474633805353,0.004693625561723921,-0.004406364771520423,-0.00287005688087493,0.00024958493701670675
1999M09,0.006992767194000087,-0.0027567165106773604,0.004884635770540361,0.005112805528184071,-0.0026241775741306077,0.00232186288158331
1999M10,-0.006313717783538423,-0.0027687493075753394,0.0047963122685415905,0.005018608654815218,-0.002638488451258556,-0.00038120692380310214
1999M11,0.006878425845741581,-0.0027409598382281265,0.004756170477043931,0.004974638227794908,0.0038874407340899367,0.0035511430892884457
1999M12,0.006881977053603903,-0.0026598951612985342,0.004779730714635055,0.004996968497065371,0.003923382182369735,0.0035844326572751057
2000M01,0.007034064944776345,0.0043802831703716036,0.0049430423698823295,0.0051645547487691205,0.004116652224800347,0.00512771949171995
2000M02,0.006988392829385413,0.004355794396870623,0.004919473574745985,0.0051379200549974986,0.0040988051623318455,0.005100077203666273
2000M03,-0.006252881961289979,0.004134027893495526,0.004747929445567669,0.004957677627771443,0.003914366646302226,0.002300223930369377
2000M04,-0.0062795697260963354,0.003969930298281904,-0.004908359774965071,0.004821680936897228,0.003777909516814349,0.0002763182501864151
2000M05,0.0067864743469746545,0.00395019453794015,-0.004840694149125058,0.004798192080793632,0.0037631539318460014,0.002891464149685876
2000M06,-0.006205333244061743,0.003737263627394551,-0.004924909962076595,-0.004139233634767897,-0.002609380822651024,-0.002828318807232542
2000M07,-0.00622886651378699,0.0035878990458732656,-0.004961917446845745,-0.004183858562241474,-0.0026655697162728254,-0.002890462638654754
2000M08,-0.006201204571838714,0.003511705366689958,-0.004943761446091613,-0.004172674147577713,-0.0026681941693221106,-0.0028948257936280385
2000M09,0.006585285256733246,-0.002460293053781231,-0.0048319377843652036,-0.004066843791640278,-0.0025800475678015703,-0.0014707673881710075
2000M10,-0.006086331718247291,-0.0025601086328251293,-0.004922163700882194,-0.004164775292925213,-0.0026865750925124873,-0.004083990887478463
2000M11,-0.006138790196669471,-0.002638054985968649,-0.0049881741913957054,-0.004238137559317921,-0.002769436409062884,-0.004154518668482926
2000M12,0.006378337894319777,-0.0024600389931622624,-0.004769243048484843,-0.004023906464983766,-0.002576729523389109,-0.0014903160271400409
2001M01,0.00635435336865824,-0.0024106639799355394,0.004618847754195288,0.0046231061552919174,-0.0025226396727735852,0.002132600725087264
2001M02,-0.005923015268594173,-0.0024938746195282183,0.004457359715635416,-0.003954749717923739,-0.002611157979562063,-0.0021050875739945557
2001M03,-0.005997670057341477,-0.0025903132724223593,-0.004694206476760119,-0.00405106406381803,-0.002713800471431524,-0.004009410868354702
2001M04,-0.006056315392903931,-0.0026713875705834307,-0.0047676275099908325,-0.004130029428194797,-0.0027998434702847293,-0.004085040674391543
2001M05,0.00617039874737475,-0.0025793145402323338,-0.0046458336643006425,-0.0040136851387592735,-0.002699989032024192,-0.0015536847255883384
2001M06,-0.005931004362027604,-0.00265751499120336,-0.004716461976631814,-0.004089670641984856,-0.0027828921407931774,-0.004035508822528162
2001M07,0.0059914232962836,-0.0024909810278686143,0.004281789812829987,-0.003890110081164379,-0.0026033647149016157,0.00025775145703579557
2001M08,-0.005726292038366157,-0.0025423429317800307,-0.004511634261738668,-0.00393623281428726,-0.002657503392211209,-0.003874801087676665
2001M09,-0.005912027207420309,-0.0027378324935992157,-0.0047167783373840855,-0.004144436868212066,-0.0028659397697464576,-0.004075402935272427
2001M10,-0.006217872205813713,-0.003044522344035588,-0.005047667293301423,-0.004477304943090507,-0.0031931929121967397,-0.004396111939687594
2001M11,0.005848680135615136,-0.002823357605215209,-0.004781078121936851,-0.004217520255641184,-0.0029554455902946236,-0.0017857442874945465
2001M12,0.005864527085034889,-0.0027485420999807985,-0.004680614091495352,-0.004122411240495951,-0.0028744344886587627,-0.0017122949671191947
2002M01,0.00590984929348345,-0.0026514098705925303,0.004159409206859091,-0.004002632190456965,-0.0027696680420706992,0.00012910967944446917
2002M02,0.005871672156366596,-0.0026207460624783057,0.004137398391519748,-0.003957593942330223,-0.0027360176245284015,0.00013894258370988276
2002M03,0.005999331351017257,-0.002460251358114093,0.0042780308789383435,0.004458588167859667,0.0035843745795254337,0.0031720147238453213
2002M04,-0.005954637175977849,-0.002467314461952318,0.004210654304278182,0.004385846302035444,-0.0025637956727857783,-0.00047784934088046396
2002M05,0.005915529523070373,-0.0024008606075140598,0.004235580048009892,0.004410538977263822,-0.0024916625664429303,0.0019338250748774197
2002M06,0.006132280576372914,0.0035571876613893836,0.004461131924518865,0.004646706640527746,0.0035138280816603747,0.004462226976893857
2002M07,0.00626137583144331,0.003755154107390277,0.004601107373543861,0.004792523857214709,0.003686743000747582,0.004619380834067948
2002M08,0.006228146426558464,0.0037400036664623185,0.004582667520529221,0.004771410945777432,0.0036741941954932106,0.004599284550964129
2002M09,0.006385910004877737,0.0039727423489451085,0.004750199333607422,0.004946104578620729,0.0038781970197108774,0.004786630657152376
2002M10,0.006356432057564817,0.003961036523373762,0.004734970514502834,0.004928377688562747,0.0038688635120401253,0.004769936059208857
2002M11,-0.005853422619751999,0.003915627038529825,0.004694383575185045,0.004884024121572826,0.003829953992094336,0.0022941132215260067
2002M12,0.006301196190843528,0.0040487628844493705,0.004788715909606686,0.004981573152235002,0.003947570093197664,0.00481356364606645
2003M01,0.006343726360351335,0.004127018774314591,0.0048420715597855095,0.0050360074181633446,0.00401726398514703,0.004873217619552362
2003M02,0.00636349911955669,0.004175536789576533,0.004873224829100822,0.005067101727457768,0.004060958116990111,0.004908064116536385
2003M03,-0.00568303274799201,0.004006029354143563,0.004738539100203276,0.004924066071295713,0.003912718345164615,0.0023796640245630314
2003M04,-0.005773197305185508,0.003784373487190126,-0.004555367445480248,0.00473878792409211,0.003718106453478215,0.000382540622818939
2003M05,0.006212182102085008,0.003790761183029359,-0.004483641564480934,0.004736095954873619,0.0037243430410994417,0.0027959481433212983
2003M06,-0.005696049085605043,0.0037277695024450766,-0.00446746516472167,-0.0037676168092627372,0.003669255913993072,-0.0013068211286302602
2003M07,-0.005676327529371558,0.0036597609863551106,-0.004456485770562852,-0.0037621907568978073,0.0036095892058466573,-0.0013251307729260898
2003M08,0.0061417951321915245,0.003778548844777489,0.004563475093584827,-0.0036116517999682535,0.0037152711837516424,0.0029174876908674464
2003M09,0.006239596117813459,0.003920613241880762,0.004670550423707701,0.0046777096853639535,0.0038418263677999927,0.004670059167313173
2003M10,0.006608743993102077,0.004391122633016782,0.005040414998166488,0.0050624304179730404,0.0042602854553956005,0.0050725994995307975
2003M11,0.006781379922598712,0.00462160098375392,0.0052198031221011845,0.005248817943506687,0.0044662733669706715,0.005267575067786235
2003M12,0.006832298255637352,0.004703757243132519,0.005281087130470702,0.005312303580609865,0.004540694848763354,0.005334028211722759
2004M01,0.0070776600567185165,0.005020123767197539,0.0055307653248915616,0.005571565826384782,0.0048238705962025275,0.0056047971142789855
2004M02,0.007268169430386724,0.005269032603578109,0.005727175880794017,0.005775329915709259,0.005047449751733488,0.00581743151644032
2004M03,0.007413550659812054,0.005462539054060518,0.005879717323890168,0.005933410530747782,0.005221997516228897,0.005982243016947884
2004M04,-0.0055171210949209164,0.0053726091544198835,0.005804017047366781,0.005854385680459196,0.005143621962761708,0.0033315025500173304
2004M05,-0.0056980808894292675,0.005051524586165616,-0.004299346548238025,0.0055810950008102714,0.0048583348463689365,0.0010987053991355063
2004M06,-0.005692225552895592,0.004961855399615945,-0.004304016382134227,0.005501679469585594,0.004779624443407508,0.0010493834755158458
2004M07,-0.005675421772475425,0.00488728430108961,-0.004296986314851144,0.005434823927443343,0.004714266586777578,0.0010127933455967924
2004M08,-0.005713960182324685,0.004746744419383745,-0.004348106437116962,-0.0034433381911276317,0.004589600008059715,-0.0008338120766251636
2004M09,0.007323830273044255,0.0047299676970180594,-0.004293695039338076,-0.0033954180669992086,0.004575777945552913,0.0017880925618555883
2004M10,0.0073143353873225065,0.004741624546242017,-0.004215768720562803,-0.0033237065259024566,0.004587455503460878,0.0018207880381120283
2004M11,0.007297703057673284,0.004744733261739718,0.00554114417677181,-0.0032603535780086376,-0.002246352846694755,0.0024153748142962833
2004M12,0.007270221952344054,0.004735079429960381,0.005527086445142503,0.005312222835957408,-0.0022032529364723152,0.004128271545386406
2005M01,0.007403382088638518,0.004908907912351367,0.005669983212584202,0.00545988666941028,-0.0020028872920302048,0.004287854518190833
2005M02,0.007569934713953284,0.005120215737721914,0.005845411672432134,0.005640729702219364,0.004591446046410606,0.005753547574547461
2005M03,0.007850501355312772,0.0054609436447426015,0.0061322841932019275,0.005935378131985679,0.004910031573593637,0.006057827779767324
2005M04,-0.005652462640943244,0.0052542108069281515,0.005950113881684155,0.005750674451820535,0.004723285304094407,0.003205164360716801
2005M05,-0.005708149656238179,0.005100908711935014,0.005813502905177682,0.00561254985301438,0.004585619167076761,0.0030808861961931317
2005M06,0.007651919970630761,0.005062526208556049,-0.004146231375305058,0.005575173502609438,0.004553996923687629,0.0037394770460357635
2005M07,-0.005664972277142007,0.005013695912826526,-0.004122869887057652,0.005528594751088057,0.00451260567454142,0.0010534108348512687
2005M08,0.0075897303991736735,0.004994619323013804,0.005775505407912954,0.00550817593020882,0.004498653944998415,0.005673337001061533
2005M09,0.0075837259445225205,0.005008543826386807,0.005782266528330318,-0.0032090432159073935,0.004515201392079406,0.003936138895082332
2005M10,0.00765653571309694,0.005109656893214585,0.005865491609607452,0.005516853768095565,0.0046125349827468125,0.00575221459335227
2005M11,0.007666994213478083,0.005141156782855266,0.005887931001097956,0.005542025913922818,0.0046453546043734376,0.005776692503145513
2005M12,0.007873052530281636,0.005389158152882627,0.006100484759705351,0.0057598970008363535,0.004879081071366332,0.0060003347030144595
2006M01,0.008080966007935422,0.00563856919257143,0.0063147557634399545,0.0059794360166691585,0.005114320444516762,0.006225609485026545
2006M02,0.008238079292743556,0.005831117460606106,0.006479505001974687,0.006148707828155187,0.005296930883244401,0.006398868093344787
2006M03,-0.005606563161202726,0.005748562390917757,0.006402533957039817,0.006072931750003758,0.005223951428163414,0.0035682832729844044
2006M04,0.008146954422668207,0.006099775478396765,0.006707549646235746,0.006384253704873704,0.005554272768005809,0.006578561204036046
2006M05,0.008604415988721859,0.006616895098950177,0.007159432902724693,0.0068443173777249094,0.0060392695170651736,0.007052866177037362
2006M06,-0.005200503957099031,0.006179256216335961,0.006769734948759355,0.006451544719236868,0.005635796251058038,0.003967165635658238
2006M07,0.008191789164109078,0.006349695875719675,0.006916418812030548,0.006602251990113745,0.005798284289698201,0.0067716880263342496
2006M08,0.00816380811963585,0.0063327098732516565,-0.004073222886518734,0.006585391608071165,0.005786204896826785,0.004558978322253345
2006M09,-0.004960507055365556,0.00624059968496169,0.006897749100582595,0.006501210518987827,0.0057040109710998245,0.004076612644053276
2006M10,0.00806685942476654,0.006402586041859046,0.007037870601820495,0.006644794343340773,0.0058587270269561615,0.006802167487748603
2006M11,0.008129751084995644,0.006482306856698346,0.007104912828046864,0.00671478604703321,0.005936758847572192,0.00687370313286925
2006M12,0.008163339839004262,0.0065302000115749995,0.0071437123778333176,0.006756317611665511,0.0059850931710604995,0.006915732602227717
2007M01,-0.004727974570199626,0.006397478580685918,0.007021322720270382,0.0066356052016253945,0.005864689642470141,0.004238224314970442
2007M02,0.00802948635525473,0.006527084726584073,0.00713325918729446,0.006750671567930413,0.005989307079082252,0.006885961783229186
2007M03,0.008130205011426514,0.0066452310785224435,0.0072351653998312,0.006855605866916531,0.006103273652631776,0.006993896201865693
2007M04,0.008326374356642376,0.006865170543635297,0.00742838322773277,0.007052381318177202,0.006312519974355992,0.007196965884108728
2007M05,0.00839807596549234,0.0069517914668791436,0.007502514774416845,0.007129291466443016,0.006397130906169335,0.0072757609158801365
2007M06,-0.004524829830375503,0.006879464389050743,0.007434326946683232,0.007062975022023753,0.006332943518398219,0.004636976009156089
2007M07,0.008321143704731904,0.006925177510946953,0.007471967428398418,0.007103109359875379,0.0063792223975836,0.00724012408030725
2007M08,-0.004401225502075733,0.006765516849155917,-0.004090049698374523,0.00695785256923421,0.00623303696680687,0.002293026236949348
2007M09,0.00816174240852527,0.006970929798495654,0.007325363642107368,0.007142308031167235,0.006428939606077562,0.007205856697274618
