,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1982M01,,,,,,
1982M02,,,,,,
1982M03,,,,,,
1982M04,,,,,,
1982M05,,,,,,
1982M06,,,,,,
1982M07,,,,,,
1982M08,,,,,,
1982M09,,,,,,
1982M10,,,,,,
1982M11,,,,,,
1982M12,,,,,,
1983M01,,,,,,
1983M02,,,,,,
1983M03,,,,,,
1983M04,,,,,,
1983M05,,,,,,
1983M06,,,,,,
1983M07,,,,,,
1983M08,,,,,,
1983M09,,,,,,
1983M10,,,,,,
1983M11,,,,,,
1983M12,,,,,,
1984M01,,,,,,
1984M02,,,,,,
1984M03,,,,,,
1984M04,,,,,,
1984M05,,,,,,
1984M06,,,,,,
1984M07,,,,,,
1984M08,,,,,,
1984M09,,,,,,
1984M10,,,,,,
1984M11,,,,,,
1984M12,,,,,,
1985M01,,,,,,
1985M02,,,,,,
1985M03,,,,,,
1985M04,,,,,,
1985M05,,,,,,
1985M06,,,,,,
1985M07,,,,,,
1985M08,,,,,,
1985M09,,,,,,
1985M10,,,,,,
1985M11,,,,,,
1985M12,,,,,,
1986M01,,,,,,
1986M02,,,,,,
1986M03,,,,,,
1986M04,,,,,,
1986M05,,,,,,
1986M06,,,,,,
1986M07,,,,,,
1986M08,,,,,,
1986M09,,,,,,
1986M10,,,,,,
1986M11,,,,,,
1986M12,,,,,,
1987M01,,,,,,
1987M02,,,,,,
1987M03,,,,,,
1987M04,,,,,,
1987M05,,,,,,
1987M06,,,,,,
1987M07,,,,,,
1987M08,,,,,,
1987M09,,,,,,
1987M10,,,,,,
1987M11,,,,,,
1987M12,,,,,,
1988M01,,,,,,
1988M02,,,,,,
1988M03,,,,,,
1988M04,,,,,,
1988M05,,,,,,
1988M06,,,,,,
1988M07,,,,,,
1988M08,,,,,,
1988M09,,,,,,
1988M10,,,,,,
1988M11,,,,,,
1988M12,,,,,,
1989M01,,,,,,
1989M02,,,,,,
1989M03,,,,,,
1989M04,,,,,,
1989M05,,,,,,
1989M06,,,,,,
1989M07,,,,,,
1989M08,,,,,,
1989M09,,,,,,
1989M10,,,,,,
1989M11,,,,,,
1989M12,,,,,,
1990M01,,,,,,
1990M02,,,,,,
1990M03,,,,,,
1990M04,,,,,,
1990M05,,,,,,
1990M06,,,,,,
1990M07,,,,,,
1990M08,,,,,,
1990M09,,,,,,
1990M10,,,,,,
1990M11,,,,,,
1990M12,,,,,,
1991M01,0.01356714071802656,0.010552033900875727,-0.007832879926154833,-0.004458241130201956,-0.0006039693969168186,0.0022448168331257365
1991M02,-0.006752528866523767,0.010284062094836536,-0.0077385128917741896,-0.004432888056181601,-0.0006585467623560829,-0.0018596828963998208
1991M03,-0.006750187643754144,-0.005503616219940947,-0.007716655023586365,-0.004473459788737402,-0.0007854662272888242,-0.005045876980661537
1991M04,-0.006948030117061275,-0.005771567305354256,-0.007911130237535726,-0.004716294449832232,-0.0011405474756568345,-0.005297513917088064
1991M05,-0.007959695420596345,-0.007023511669465017,-0.008980975939064485,-0.005785877627845239,-0.0024359026785732325,-0.006437192667108864
1991M06,-0.00819517702913544,-0.007327555774598331,-0.009214988027523735,-0.0060636276469332815,-0.002819537199319037,-0.006724177135501964
1991M07,0.013252392247740715,-0.006937010601938869,-0.008832730832737572,-0.005755476175680719,-0.0025327000447105275,-0.0021611050814653943
1991M08,-0.007856120508544754,-0.007169333083662891,-0.00900630947301262,-0.005972385641993594,-0.0028407853263149405,-0.006568986806705759
1991M09,-0.007861687583832232,-0.0071893490040968126,-0.00899199079849999,-0.006009348298390251,-0.002941716641399431,-0.006598818465243744
1991M10,-0.008056235723931196,-0.00743049852574628,-0.009177113786971874,-0.006234262656283348,-0.0032525945578525724,-0.006830141050157054
1991M11,-0.007928149356916069,-0.007292468005807549,-0.009023516620565466,-0.006135562951649638,-0.003195545219873316,-0.006715048430962408
1991M12,-0.008292095395691784,-0.007728843594584938,-0.00938740384021914,-0.006527962742889905,-0.0036894953016574777,-0.007125160175008649
1992M01,0.012663401008187365,-0.007383373749347551,-0.009048725123273402,-0.006249838357946755,-0.0034270129649008334,-0.0026891098374562357
1992M02,0.013199657892958063,-0.006498714759706061,0.013712079298502062,-0.005505109619046416,-0.0026410725746339957,0.0024533680476147308
1992M03,0.013100788036714396,-0.006250264571933798,0.013604059060016542,0.01287714606881413,-0.002466428192973882,0.006173060080127477
1992M04,0.013145046386577843,-0.005873130458987863,0.013639488093681686,0.012932073427016454,-0.002164929156775471,0.00633570965830253
1992M05,-0.007986406438048606,-0.005776571592793676,0.013401287310109061,0.012675049294064551,0.008453511082572399,0.0041533739311807455
